Real Power (P),Real Energy (Pt),Reactive Power (Q),Reactive Energy (Qt),Apparent Power (S),Apparent Energy (St),day_of_week,month
0.19124,0.31846,0.38134,0.12822,0.36306,0.28726,0.0,0.45455
0.16467,0.29593,0.35951,0.10714,0.34632,0.26814,0.16667,0.45455
0.50341,0.57631,0.57878,0.41295,0.61069,0.55871,0.33333,0.45455
0.22699,0.34734,0.38714,0.14534,0.39101,0.31731,0.5,0.45455
0.33445,0.4409,0.44414,0.21627,0.47547,0.41534,0.66667,0.45455
0.14395,0.2809,0.35424,0.10962,0.33021,0.25262,0.83333,0.45455
0.43237,0.51986,0.5543,0.38194,0.55301,0.49816,1.0,0.54545
0.10583,0.24656,0.35,0.09598,0.29945,0.21613,0.0,0.54545
0.27349,0.38582,0.36843,0.10813,0.42516,0.35484,0.16667,0.54545
0.22719,0.34908,0.35541,0.09896,0.39179,0.32012,0.33333,0.54545
0.21677,0.33997,0.4201,0.19311,0.38608,0.31272,0.5,0.54545
0.20335,0.32949,0.39477,0.15327,0.37321,0.29913,0.66667,0.54545
0.29895,0.40422,0.47175,0.26984,0.4509,0.38023,0.83333,0.54545
0.11639,0.25656,0.36955,0.1307,0.31065,0.22977,1.0,0.54545
0.13659,0.2732,0.34067,0.07614,0.32019,0.24021,0.0,0.54545
0.32499,0.42958,0.50184,0.29936,0.46755,0.40223,0.16667,0.54545
0.15033,0.28411,0.38461,0.13839,0.33352,0.25474,0.33333,0.54545
0.17446,0.30425,0.38811,0.13938,0.35385,0.27648,0.5,0.54545
0.24716,0.36652,0.43475,0.22024,0.41737,0.34946,0.66667,0.54545
0.27053,0.38418,0.40986,0.18477,0.43348,0.36476,0.83333,0.54545
0.40375,0.49573,0.46597,0.2629,0.52776,0.47053,1.0,0.54545
0.13273,0.27007,0.34339,0.08755,0.32089,0.24174,0.0,0.54545
0.19756,0.31024,0.36622,0.1307,0.37484,0.28647,0.16667,0.54545
0.13159,0.27206,0.36028,0.11458,0.32748,0.25035,0.33333,0.54545
0.21247,0.33947,0.37395,0.13393,0.38956,0.31966,0.5,0.54545
0.26057,0.38017,0.41416,0.18998,0.42254,0.35671,0.66667,0.54545
0.26831,0.3751,0.4062,0.16617,0.43184,0.35442,0.83333,0.54545
0.26285,0.37895,0.41514,0.19048,0.43046,0.36254,1.0,0.54545
0.15589,0.28891,0.35335,0.10193,0.34213,0.26377,0.0,0.54545
0.20452,0.33172,0.39474,0.16295,0.38281,0.31132,0.16667,0.54545
0.14478,0.28342,0.36202,0.11558,0.33817,0.26338,0.33333,0.54545
0.26565,0.37834,0.41771,0.18849,0.42372,0.35203,0.5,0.54545
0.16391,0.29179,0.35188,0.09921,0.35056,0.26895,0.66667,0.54545
0.15825,0.29141,0.36214,0.1193,0.34741,0.26994,0.83333,0.54545
0.17058,0.30166,0.36634,0.12426,0.35609,0.27993,1.0,0.54545
0.16642,0.2993,0.3566,0.11384,0.3547,0.27971,0.0,0.54545
0.19717,0.32314,0.36402,0.12029,0.37532,0.30041,0.16667,0.54545
0.17218,0.29925,0.35066,0.1002,0.35754,0.2767,0.33333,0.63636
0.23136,0.352,0.40729,0.18041,0.40608,0.33467,0.5,0.63636
0.31987,0.4303,0.4446,0.22669,0.47449,0.4159,0.66667,0.63636
0.17166,0.30893,0.35823,0.11731,0.35526,0.28566,0.83333,0.63636
0.45849,0.54039,0.63341,0.49479,0.57904,0.5255,1.0,0.63636
0.47975,0.55884,0.70581,0.59425,0.60004,0.54884,0.0,0.63636
0.15168,0.28502,0.34791,0.09053,0.33657,0.25758,0.16667,0.63636
0.26385,0.38752,0.40624,0.18346,0.41968,0.35954,0.33333,0.63636
0.20394,0.33068,0.35502,0.11012,0.37547,0.30231,0.5,0.63636
0.33701,0.43769,0.46157,0.24851,0.47752,0.412,0.66667,0.63636
0.20133,0.32725,0.34831,0.09921,0.37073,0.29678,0.83333,0.63636
0.26174,0.37593,0.38017,0.1436,0.41806,0.34754,1.0,0.63636
0.26672,0.38247,0.43432,0.21329,0.43022,0.36264,0.0,0.63636
0.15993,0.29202,0.34833,0.10519,0.34057,0.26384,0.16667,0.63636
0.42528,0.51111,0.5682,0.40675,0.55209,0.49451,0.33333,0.63636
0.55292,0.61888,0.69673,0.57217,0.64561,0.59818,0.5,0.63636
0.47359,0.55283,0.62144,0.47247,0.59616,0.54511,0.66667,0.63636
0.50629,0.58221,0.69397,0.57713,0.61621,0.5686,0.83333,0.63636
0.346,0.44888,0.51935,0.33705,0.49112,0.43088,1.0,0.63636
0.29305,0.40508,0.39968,0.17138,0.44573,0.38082,0.0,0.63636
0.17647,0.30726,0.35987,0.11235,0.35853,0.28368,0.16667,0.63636
0.18307,0.31104,0.35878,0.11731,0.36607,0.28997,0.33333,0.63636
0.15873,0.29238,0.35237,0.10615,0.34574,0.26908,0.5,0.63636
0.27851,0.39196,0.38739,0.13145,0.43149,0.36409,0.66667,0.63636
0.16908,0.30042,0.3781,0.1307,0.34875,0.27219,0.83333,0.63636
0.17064,0.30001,0.3621,0.10441,0.34527,0.26506,1.0,0.63636
0.3388,0.44021,0.51375,0.32366,0.48487,0.42121,0.0,0.63636
0.19602,0.32027,0.41176,0.1746,0.36969,0.29215,0.16667,0.63636
0.16001,0.29317,0.37512,0.12897,0.34005,0.26283,0.33333,0.63636
0.28804,0.41151,0.47171,0.27495,0.44275,0.3892,0.5,0.63636
0.15364,0.31897,0.38173,0.19292,0.3379,0.29753,0.66667,0.63636
0.18631,0.31547,0.40023,0.1627,0.36165,0.28709,0.83333,0.72727
0.28384,0.39438,0.44687,0.23016,0.43895,0.37001,1.0,0.72727
0.42397,0.50731,0.55825,0.37773,0.55129,0.48955,0.0,0.72727
0.26913,0.3844,0.47536,0.27207,0.43058,0.36328,0.16667,0.72727
0.26555,0.38119,0.42019,0.18676,0.42314,0.35454,0.33333,0.72727
0.17833,0.30793,0.38629,0.14683,0.35468,0.27779,0.5,0.72727
0.32045,0.42904,0.42804,0.20585,0.4652,0.40349,0.66667,0.72727
0.1869,0.31316,0.39214,0.1498,0.36912,0.29242,0.83333,0.72727
0.18253,0.31238,0.39039,0.16047,0.36125,0.28655,1.0,0.72727
0.24125,0.3592,0.42431,0.19916,0.40454,0.33226,0.0,0.72727
0.25643,0.37413,0.44439,0.22842,0.42137,0.35314,0.16667,0.72727
0.21905,0.33893,0.37201,0.12748,0.38541,0.30897,0.33333,0.72727
0.1855,0.31428,0.36172,0.11558,0.36087,0.28531,0.5,0.72727
0.17835,0.30829,0.35683,0.10962,0.35487,0.2786,0.66667,0.72727
0.17024,0.30163,0.34658,0.08457,0.34606,0.2692,0.83333,0.72727
0.15087,0.28447,0.37443,0.1307,0.33043,0.25089,1.0,0.72727
0.31166,0.41532,0.48389,0.27852,0.45446,0.38514,0.0,0.72727
0.2445,0.36517,0.42582,0.20139,0.40658,0.337,0.16667,0.72727
0.20388,0.3326,0.4465,0.22892,0.37561,0.30465,0.33333,0.72727
0.20685,0.33443,0.41274,0.18204,0.37307,0.30125,0.5,0.72727
0.24166,0.35991,0.43616,0.21354,0.40479,0.33345,0.66667,0.72727
0.22895,0.34202,0.38994,0.15179,0.39135,0.31033,0.83333,0.72727
0.14259,0.27853,0.36582,0.11706,0.32307,0.24339,1.0,0.72727
0.2615,0.37677,0.44775,0.23338,0.42054,0.35094,0.0,0.72727
0.1907,0.31946,0.36756,0.12029,0.36336,0.28879,0.16667,0.72727
0.16099,0.29443,0.35008,0.09425,0.33823,0.26064,0.33333,0.72727
0.14376,0.27915,0.37653,0.1374,0.32859,0.24936,0.5,0.72727
0.29148,0.38974,0.42579,0.1942,0.44521,0.36473,0.66667,0.72727
0.21265,0.33859,0.40362,0.16989,0.3812,0.30969,0.83333,0.72727
0.22716,0.35221,0.39944,0.16691,0.38909,0.32012,1.0,0.72727
0.2684,0.38504,0.42316,0.18527,0.41968,0.35249,0.0,0.81818
0.25992,0.37432,0.35489,0.10367,0.41518,0.34309,0.16667,0.81818
0.22838,0.33947,0.42389,0.187,0.39252,0.30858,0.33333,0.81818
0.19683,0.32279,0.42775,0.20585,0.37016,0.29503,0.5,0.81818
0.1492,0.28421,0.37577,0.12847,0.33234,0.2541,0.66667,0.81818
0.2099,0.33531,0.39909,0.16791,0.38558,0.31309,0.83333,0.81818
0.36903,0.46538,0.47635,0.26438,0.50543,0.44371,1.0,0.81818
0.18148,0.33688,0.36589,0.16846,0.35261,0.30763,0.0,0.81818
0.32811,0.42854,0.44366,0.21156,0.46713,0.39903,0.16667,0.81818
0.22076,0.34385,0.39758,0.15699,0.38897,0.31657,0.33333,0.81818
0.35726,0.45806,0.50599,0.31349,0.4913,0.43026,0.5,0.81818
0.33579,0.43973,0.48329,0.28621,0.47531,0.41284,0.66667,0.81818
0.2833,0.39619,0.47964,0.27877,0.4373,0.37036,0.83333,0.81818
0.35029,0.45143,0.4601,0.23512,0.48208,0.41909,1.0,0.81818
0.34002,0.44387,0.4827,0.27902,0.4802,0.4181,0.0,0.81818
0.34825,0.45471,0.42123,0.1942,0.4847,0.42723,0.16667,0.81818
0.41982,0.51097,0.52962,0.33581,0.54286,0.48758,0.33333,0.81818
0.32277,0.42873,0.52717,0.34598,0.46609,0.40204,0.5,0.81818
0.40726,0.5006,0.56392,0.39187,0.53706,0.482,0.66667,0.81818
0.43948,0.52694,0.57746,0.41394,0.55763,0.50458,0.83333,0.81818
0.69692,0.74075,0.7457,0.64559,0.75497,0.72204,1.0,0.81818
0.65218,0.70585,0.76554,0.67956,0.72283,0.68957,0.0,0.81818
0.49201,0.57053,0.61011,0.46453,0.59863,0.54985,0.16667,0.81818
0.53618,0.60614,0.71187,0.59276,0.63026,0.58133,0.33333,0.81818
0.67742,0.71881,0.80881,0.73165,0.74184,0.70176,0.5,0.81818
0.41897,0.50652,0.58222,0.41518,0.54007,0.48133,0.66667,0.81818
0.56041,0.62454,0.67108,0.53993,0.6485,0.60146,0.83333,0.81818
0.44943,0.53574,0.58363,0.41245,0.5612,0.50889,1.0,0.81818
0.40327,0.49226,0.53834,0.34573,0.52865,0.46675,0.0,0.81818
0.57902,0.6403,0.63956,0.4938,0.66597,0.62113,0.16667,0.81818
0.36529,0.46279,0.5263,0.34028,0.4999,0.43791,0.33333,0.81818
0.50621,0.5886,0.5826,0.41171,0.60018,0.55762,0.5,0.90909
0.29741,0.40798,0.5132,0.33061,0.44465,0.37882,0.66667,0.90909
0.45762,0.54558,0.55761,0.38839,0.56961,0.52076,0.83333,0.90909
0.38839,0.48028,0.46189,0.23857,0.51071,0.44832,1.0,0.90909
0.39006,0.48565,0.50513,0.30903,0.51662,0.45819,0.0,0.90909
0.38274,0.47748,0.48845,0.28547,0.51426,0.4538,0.16667,0.90909
0.49319,0.56911,0.60499,0.4504,0.59557,0.54381,0.33333,0.90909
0.56739,0.63348,0.63466,0.49727,0.65589,0.61368,0.5,0.90909
0.54147,0.60662,0.72944,0.62153,0.64234,0.593,0.66667,0.90909
0.55938,0.62463,0.69399,0.56523,0.65078,0.6048,0.83333,0.90909
0.63288,0.68596,0.7935,0.70188,0.71343,0.67417,1.0,0.90909
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.90909
0.62056,0.67655,0.65289,0.50372,0.69566,0.65616,0.16667,0.90909
0.52148,0.59402,0.6225,0.47495,0.6241,0.57598,0.33333,0.90909
0.52022,0.59038,0.63854,0.49082,0.61954,0.56914,0.5,0.90909
0.63056,0.68287,0.69032,0.57093,0.70809,0.66759,0.66667,0.90909
0.52005,0.58941,0.66192,0.51662,0.62009,0.56885,0.83333,0.90909
0.65789,0.7069,0.70201,0.5878,0.72668,0.689,1.0,0.90909
0.56466,0.62963,0.67204,0.54861,0.65495,0.6102,0.0,0.90909
0.49625,0.5755,0.63987,0.49851,0.59787,0.5498,0.16667,0.90909
0.63613,0.68876,0.70381,0.58606,0.70815,0.66907,0.33333,0.90909
0.63127,0.69201,0.7535,0.64939,0.70652,0.67503,0.5,0.90909
0.70324,0.74388,0.74907,0.64757,0.76367,0.72974,0.66667,0.90909
0.56618,0.63136,0.65756,0.5248,0.6566,0.61264,0.83333,0.90909
0.8471,0.86841,0.92107,0.88492,0.87853,0.86156,1.0,0.90909
0.32183,0.42768,0.42511,0.19717,0.4678,0.40362,0.0,0.90909
0.32697,0.43139,0.4678,0.26339,0.47869,0.41469,0.16667,0.90909
0.52556,0.59575,0.67551,0.55184,0.62853,0.57975,0.33333,0.90909
0.78801,0.81493,0.73427,0.62103,0.82674,0.7987,0.5,0.90909
0.44038,0.52499,0.60945,0.44866,0.56302,0.50709,0.66667,0.90909
0.49345,0.56911,0.6295,0.48512,0.60121,0.54965,0.83333,1.0
0.58932,0.64634,0.64361,0.50422,0.67262,0.62579,1.0,1.0
0.68812,0.72546,0.77446,0.67733,0.75017,0.70825,0.0,1.0
0.84362,0.86047,0.79926,0.71974,0.87212,0.84965,0.16667,1.0
0.61739,0.67198,0.66097,0.52356,0.69713,0.65523,0.33333,1.0
0.64908,0.69753,0.69303,0.57564,0.71829,0.6783,0.5,1.0
0.72602,0.76323,0.77291,0.68527,0.78027,0.74812,0.66667,1.0
0.55457,0.6185,0.61215,0.45139,0.65167,0.60292,0.83333,1.0
0.62623,0.68163,0.73863,0.60417,0.70261,0.66339,1.0,1.0
0.21798,0.34266,0.33335,0.07267,0.38647,0.3147,0.0,1.0
0.52287,0.59447,0.5898,0.42808,0.62686,0.57894,0.16667,1.0
0.38846,0.48183,0.43035,0.20635,0.51791,0.45723,0.33333,1.0
0.60443,0.66219,0.68365,0.55506,0.68589,0.64306,0.5,1.0
0.36427,0.46804,0.45578,0.24082,0.49801,0.44161,0.66667,1.0
0.19271,0.31924,0.36634,0.1183,0.36849,0.29301,0.83333,1.0
0.20603,0.32861,0.37821,0.12748,0.37766,0.30132,1.0,1.0
0.26982,0.38406,0.38297,0.13765,0.42287,0.35319,0.0,1.0
0.56072,0.62207,0.62053,0.45933,0.65498,0.60514,0.16667,1.0
0.21329,0.33439,0.38002,0.13418,0.38186,0.30438,0.33333,1.0
0.45787,0.54149,0.42598,0.20486,0.57089,0.51827,0.5,1.0
0.61905,0.67255,0.56044,0.37897,0.69395,0.65145,0.66667,1.0
0.25007,0.36783,0.40433,0.17014,0.40792,0.33712,0.83333,1.0
0.4661,0.5476,0.67975,0.56349,0.58213,0.5294,1.0,1.0
0.5075,0.57372,0.64008,0.50322,0.61331,0.55523,0.0,1.0
0.20287,0.32992,0.45754,0.25174,0.38137,0.30905,0.16667,1.0
0.47654,0.55996,0.62565,0.47594,0.59048,0.5426,0.33333,1.0
0.45471,0.5418,0.6496,0.51687,0.57381,0.52461,0.5,1.0
0.62563,0.674,0.66888,0.52803,0.71204,0.66608,0.66667,1.0
0.46054,0.5432,0.63563,0.48958,0.57571,0.52261,0.83333,1.0
0.3217,0.4273,0.46875,0.24702,0.46548,0.401,1.0,1.0
0.26454,0.38288,0.40341,0.17188,0.42198,0.3556,0.0,1.0
0.31229,0.4293,0.40501,0.16815,0.45571,0.401,0.16667,0.0
0.29381,0.40546,0.40019,0.17063,0.44682,0.38134,0.33333,0.0
0.48366,0.56029,0.50052,0.30357,0.59504,0.54242,0.5,0.0
0.37963,0.47557,0.44764,0.22872,0.50765,0.44789,0.66667,0.0
0.69891,0.73509,0.72007,0.60838,0.75726,0.71521,0.83333,0.0
0.56836,0.63207,0.68096,0.5563,0.6555,0.61037,1.0,0.0
0.44871,0.53728,0.55303,0.37302,0.56395,0.51427,0.0,0.0
0.44303,0.52599,0.47883,0.27331,0.56059,0.50354,0.16667,0.0
0.6823,0.72539,0.67175,0.54167,0.74555,0.70877,0.33333,0.0
0.62477,0.74354,0.67638,0.64182,0.70141,0.73412,0.5,0.0
0.34083,0.45242,0.42508,0.18775,0.4813,0.42782,0.66667,0.0
0.22853,0.35131,0.39498,0.16245,0.39775,0.32762,0.83333,0.0
0.28339,0.39673,0.43384,0.21478,0.4397,0.37349,1.0,0.0
0.39725,0.48601,0.44159,0.21106,0.52679,0.46241,0.0,0.0
0.42946,0.51444,0.47236,0.2619,0.55037,0.49202,0.16667,0.0
0.57228,0.63526,0.51713,0.32763,0.66188,0.6178,0.33333,0.0
0.37466,0.47536,0.44422,0.21106,0.50859,0.45195,0.5,0.0
0.37219,0.46918,0.48172,0.27505,0.5059,0.44539,0.66667,0.0
0.31521,0.42302,0.4304,0.20982,0.46455,0.40041,0.83333,0.0
0.31322,0.41891,0.39199,0.15377,0.4565,0.38943,1.0,0.0
0.4292,0.56956,0.51601,0.38942,0.55346,0.55721,0.0,0.0
0.53034,0.59861,0.57425,0.41146,0.63317,0.5835,0.16667,0.0
0.43487,0.52102,0.44769,0.22966,0.5532,0.49708,0.33333,0.0
0.67448,0.71969,0.78474,0.69072,0.73879,0.70171,0.5,0.0
0.6449,0.69528,0.64762,0.50818,0.71885,0.67995,0.66667,0.0
0.63668,0.6881,0.7456,0.64286,0.71128,0.67112,0.83333,0.0
0.43525,0.54948,0.57031,0.45041,0.55799,0.53407,1.0,0.0
0.49958,0.57039,0.56897,0.38988,0.61031,0.55518,0.0,0.0
0.63225,0.68579,0.655,0.52108,0.70452,0.66527,0.16667,0.0
0.44862,0.53231,0.51534,0.33135,0.56075,0.50571,0.33333,0.0
0.62494,0.67999,0.73721,0.63492,0.6969,0.65713,0.5,0.0
0.79583,0.8228,0.72784,0.62674,0.82791,0.80235,0.66667,0.09091
0.46206,0.54524,0.59733,0.44742,0.57657,0.5251,0.83333,0.09091
0.25288,0.37867,0.38307,0.13839,0.40753,0.34556,1.0,0.09091
0.80329,0.82484,0.82722,0.76091,0.8393,0.81032,0.0,0.09091
0.66032,0.70716,0.68313,0.55605,0.72489,0.68602,0.16667,0.09091
0.68754,0.72948,0.75157,0.64559,0.74761,0.7103,0.33333,0.09091
0.7011,0.73873,0.73013,0.60789,0.75778,0.71878,0.5,0.09091
0.63469,0.68401,0.63686,0.49802,0.7123,0.66988,0.66667,0.09091
0.40688,0.50191,0.55152,0.38095,0.53365,0.47988,0.83333,0.09091
0.41458,0.50505,0.53945,0.35094,0.53488,0.47798,1.0,0.09091
0.36212,0.45901,0.59175,0.42634,0.49786,0.43453,0.0,0.09091
0.64847,0.69613,0.6818,0.55928,0.71797,0.67664,0.16667,0.09091
0.68811,0.73046,0.80516,0.71677,0.75193,0.71232,0.33333,0.09091
0.5957,0.6586,0.65031,0.51786,0.67512,0.63611,0.5,0.09091
0.56256,0.6262,0.69201,0.56622,0.65424,0.60835,0.66667,0.09091
0.57971,0.64039,0.65029,0.51463,0.66372,0.62155,0.83333,0.09091
0.52694,0.59901,0.59459,0.43006,0.62608,0.57891,1.0,0.09091
0.54504,0.61405,0.56652,0.4006,0.63885,0.59374,0.0,0.09091
0.44776,0.53735,0.50603,0.31796,0.56616,0.51602,0.16667,0.09091
0.43834,0.53711,0.47248,0.27827,0.55601,0.51398,0.33333,0.09091
0.36659,0.46828,0.4176,0.18676,0.49995,0.44299,0.5,0.09091
0.47512,0.55592,0.55921,0.38864,0.58876,0.53811,0.66667,0.09091
0.52704,0.59271,0.61126,0.45957,0.63117,0.578,0.83333,0.09091
0.47034,0.55441,0.60555,0.45704,0.58503,0.53614,1.0,0.09091
0.75716,0.78268,0.71607,0.59474,0.80766,0.77247,0.0,0.09091
0.65077,0.70383,0.75,0.65749,0.72706,0.69283,0.16667,0.09091
0.58397,0.64508,0.62499,0.48239,0.67487,0.63115,0.33333,0.09091
0.41648,0.50781,0.53785,0.34846,0.54795,0.49463,0.5,0.09091
0.59254,0.65064,0.7019,0.57044,0.68421,0.63944,0.66667,0.18182
0.61168,0.66754,0.62431,0.4747,0.68915,0.64773,0.83333,0.18182
0.57306,0.63616,0.68685,0.5687,0.66738,0.62281,1.0,0.18182
0.36549,0.47075,0.47991,0.27927,0.50267,0.44953,0.0,0.18182
0.34338,0.44691,0.50901,0.32068,0.48818,0.4276,0.16667,0.18182
0.70765,0.74724,0.72236,0.61979,0.76611,0.73196,0.33333,0.18182
0.49828,0.56745,0.50919,0.32192,0.60226,0.54484,0.5,0.18182
0.67736,0.72843,0.70326,0.58631,0.74397,0.71301,0.66667,0.18182
0.41128,0.50412,0.51183,0.31176,0.54321,0.48866,0.83333,0.18182
0.58451,0.69374,0.66684,0.58128,0.67352,0.6822,1.0,0.18182
0.62465,0.67802,0.72531,0.61855,0.70233,0.66102,0.0,0.18182
0.57257,0.62998,0.62379,0.47669,0.66454,0.61462,0.16667,0.18182
0.5856,0.64474,0.63516,0.48289,0.6707,0.62542,0.33333,0.18182
0.50072,0.575,0.63333,0.48636,0.6096,0.55849,0.5,0.18182
0.52169,0.60051,0.6193,0.46131,0.62057,0.57965,0.66667,0.18182
0.47239,0.55047,0.63246,0.48686,0.58388,0.52858,0.83333,0.18182
0.36419,0.46574,0.54533,0.35888,0.50262,0.44504,1.0,0.18182
0.33489,0.43949,0.49794,0.29762,0.47841,0.41647,0.0,0.18182
